CVE, V3 Score, V3 Vector, V2 Score, V2 Vector
CVE-2020-2506,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2019-0880,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,4.6 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:P)
CVE-2019-6340,8.1 HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2021-26857,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2018-7602,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-0986,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-8193,6.5 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:N/I:P/A:N)
CVE-2013-2251,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2021-27561,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2015-6175,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-0175,8.0 HIGH,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.9 HIGH,(AV:A/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-9819,4.3 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:N/A:P)
CVE-2017-0148,8.1 HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-16920,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-11978,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.5 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
CVE-2022-22718,7.8 HIGH,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2013-2465,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-0601,8.1 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,5.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:N)
CVE-2021-38000,6.1 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,5.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:N)
CVE-2016-3309,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-16010,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2014-1761,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-11707,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2012-4681,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-31955,5.5 MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2.1 LOW,(AV:L/AC:L/Au:N/C:P/I:N/A:N)
CVE-2018-8298,7.5 HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.6 HIGH,(AV:N/AC:H/Au:N/C:C/I:C/A:C)
CVE-2021-30551,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2020-6820,8.1 HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2018-13382,7.5 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:N/I:P/A:N)
CVE-2020-8467,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.5 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
CVE-2013-5223,N/A,N/A,3.5 LOW,(AV:N/AC:M/Au:S/C:N/I:P/A:N)
CVE-2019-15107,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-27932,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2015-4852,N/A,N/A,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-5735,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.0 HIGH,(AV:N/AC:L/Au:S/C:P/I:P/A:C)
CVE-2018-8120,7.0 HIGH,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-28663,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2012-0767,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
CVE-2021-30858,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2012-1889,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2021-27102,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-29583,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2017-12149,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2017-12237,7.5 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.8 HIGH,(AV:N/AC:L/Au:N/C:N/I:N/A:C)
CVE-2018-2380,6.6 MEDIUM,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:L,6.5 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
CVE-2019-0541,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-3452,7.5 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2017-5638,10.0 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-9818,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2019-0703,6.5 MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,4.0 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:N/A:N)
CVE-2018-8611,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2017-6737,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2017-8540,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2015-5119,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-27562,5.5 MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.9 MEDIUM,(AV:L/AC:L/Au:N/C:N/I:N/A:C)
CVE-2018-8406,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-27104,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2017-0262,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2021-42292,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2020-0041,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2022-26904,7.0 HIGH,N/A,4.4 MEDIUM,(AV:L/AC:M/Au:N/C:P/I:P/A:P)
CVE-2020-2021,10.0 CRITICAL,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-1385,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.1 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:C)
CVE-2021-39793,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2016-4657,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2019-11708,10.0 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2022-24086,9.8 CRITICAL,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2015-3113,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-19949,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2015-7450,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2019-0604,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2017-0145,8.1 HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-6572,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2015-4068,N/A,N/A,9.4 HIGH,(AV:N/AC:L/Au:N/C:C/I:N/A:C)
CVE-2018-4939,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-1906,5.5 MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2.1 LOW,(AV:L/AC:L/Au:N/C:N/I:N/A:P)
CVE-2020-11261,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-21972,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2019-0803,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
